claim_id;Event_type;Period_EvCl;Period_StEv;Policy_agent_cat;Owner_type;FLAG_Owner_bl;Insurer_type;FLAG_Insurer_bl;Policy_KBM;Policy_KS;Policy_KT;Policy_KVS;FLAG_Policy_KO;FLAG_Policy_KP;FLAG_Policy_KPR;FLAG_Policy_type;VEH_age;VEH_aim_use;VEH_capacity_type;VEH_model;VEH_type_name;FLAG_bad_region;FLAG_dsago;FLAG_prolong;Owner_region;Sales_channel;Policy_loss_count;Damage_count;bad;Claim_type;FLAG_trial
4891/133/00122/17;Классика;6;105;0,031150120660296;Юридическое Лицо;0;Юридическое Лицо;0;1;1;0,6;1;1;1;0;0;16;Прочие;7;КАМАЗ 5511;Грузовой более 16;0;0;0;Республика Бурятия;Собственные продажи;0;3;0;2;0
7592/PVU/00814/17;ПВУ СП;0;110;0,083022474458588;Физическое Лицо;0;Физическое Лицо;0;1,4;1;2;1;0;1;0;1;8;Личные;5;HONDA CIVIC;Легковой;0;0;0;Тюменская область;Фронт-офис;0;1;0;0;0
7908/PVU/00130/17;ПВУ СП;6;110;0,058852569149698;Физическое Лицо;1;Физическое Лицо;1;1,4;1;1,7;1;0;1;0;1;4;Личные;5;OPEL ASTRA;Легковой;0;0;0;Московская область;Агенты и РБ;0;1;0;0;0
3691/133/00171/17;Классика;14;83;0,046290045506567;Юридическое Лицо;0;Юридическое Лицо;0;0,95;1;1;1;1;1;0;1;1;Прочие;5;SKODA OCTAVIA;Легковой;1;0;1;Краснодарский край;Собственные продажи;0;1;0;2;0
5892/133/01189/17;Классика;8;97;0,097133223826192;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,6;1;0;1;0;0;5;Личные;6;MITSUBISHI PAJERO;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;2;0
7892/133/01949/17;Классика;3;98;0,14111439457915;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;1;1;0;0;19;Личные;7;ДРУГОЕ ТС ДРУГОЕ ТС ГРУЗОВОЙ;Грузовой менее 16;0;0;0;Смоленская область;Автодилеры;0;2;1;0;1
5892/PVU/00999/17;ПВУ СП;7;80;0,14490510934212;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,6;1;0;1;0;1;6;Личные;6;CADILLAC ESCALADE;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
2141/PVU/00961/17;ПВУ СП;22;58;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1;1;0;1;0;0;3;Личные;5;CHEVROLET CRUZE;Легковой;1;0;0;Краснодарский край;Прочие;0;1;0;0;0
2141/133/01276/17;Классика;5;71;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;0;7;Личные;5;VOLKSWAGEN GOLF;Легковой;1;0;0;Краснодарский край;Прочие;0;1;0;0;0
8792/133/00230/17;Классика;4;70;0,28478096232929;Физическое Лицо;0;Физическое Лицо;0;1;1;0,9;1;1;1;0;0;6;Личные;3;DAEWOO NEXIA;Легковой;0;0;0;Красноярский край;Автодилеры;0;2;0;0;0
5992/PVU/00132/17;ПВУ СП;2;58;0,043361212132597;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,8;1;0;1;0;1;4;Личные;6;VOLKSWAGEN PASSAT CC;Легковой;0;0;0;Оренбургская область;Фронт-офис;0;1;1;0;1
8692/133/00253/17;Классика;1;52;0,084549217819569;Юридическое Лицо;0;Юридическое Лицо;0;1,4;1;1,2;1;1;1;0;0;10;Личные;5;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;1;Новосибирская область;Агенты и РБ;2;1;0;0;0
3792/133/00248/17;Классика;32;15;0,040704726361153;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,8;1;0;1;0;0;23;Личные;3;ГАЗ 33021;Легковой;0;0;0;Астраханская область;Агенты и РБ;0;1;0;0;0
0890/PVU/01408/17;ПВУ СП;2;49;0,09020255182494;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;1;1;0;0;8;Личные;6;PORSCHE PANAMERA;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
2141/PVU/00962/17;ПВУ СП;11;25;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,8;1;0;1;0;0;9;Личные;6;NISSAN TEANA;Легковой;1;0;0;Ростовская область;Прочие;0;1;0;0;0
4933/PVU/00157/17;ПВУ СП;7;32;0,14849303317994;Физическое Лицо;0;Физическое Лицо;0;0,9;1;2;1;0;1;0;1;7;Личные;4;OPEL ASTRA;Легковой;1;0;0;Республика Татарстан (Татарстан);Агенты и РБ;0;1;1;0;1
0306/PVU/00011/17;ПВУ СП;11;37;0,051589362654632;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1;1;1;0;0;9;Личные;6;AUDI A6;Легковой;0;0;0;Московская область;Агенты и РБ;0;1;0;0;0
6807/PVU/00327/17;ПВУ СП;6;22;0,075020944049936;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,7;1;0;1;0;1;5;Личные;6;LAND ROVER RANGE ROVER EVOQUE;Легковой;0;0;0;Московская область;Фронт-офис;0;1;0;0;0
2141/PVU/00949/17;ПВУ СП;10;17;0,06557601917932;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;0;1;0;0;4;Личные;5;HYUNDAI IX35;Легковой;0;0;0;Москва;Фронт-офис;0;1;0;0;0
6492/PVU/00243/17;ПВУ СП;1;27;0;Физическое Лицо;0;Физическое Лицо;0;1;1;0,9;1;1;1;0;0;5;Личные;5;VOLVO S40;Легковой;1;0;0;Ивановская область;Автодилеры;0;1;0;0;0
4192/PVU/00111/17;ПВУ СП;5;20;0,060663096320184;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,3;1;0;1;0;0;10;Личные;3;HYUNDAI GETZ;Легковой;1;0;0;Волгоградская область;Фронт-офис;0;1;0;0;0
8023/PVU/00236/17;ПВУ СП;7;20;0,055686477508782;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,8;1;0;1;0;0;14;Личные;3;ВАЗ 21102;Легковой;1;0;0;Ростовская область;Агенты и РБ;0;1;0;0;0
8023/133/00376/17;Классика;16;11;0,048440928526287;Физическое Лицо;0;Физическое Лицо;0;1;1;0,8;1;0;1;0;0;16;Личные;4;MITSUBISHI PAJERO PININ;Легковой;1;0;0;Ростовская область;Агенты и РБ;0;1;0;1;1
3692/PVU/00366/17;ПВУ СП;2;15;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;0;6;Личные;4;OPEL ASTRA;Легковой;1;0;0;Краснодарский край;Прочие;0;1;0;0;0
5612/PVU/00800/17;ПВУ СП;12;16;0,11804810594943;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,7;1;0;1;0;1;12;Личные;6;NISSAN PATHFINDER;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
W392/PVU/00042/17;ПВУ СП;2;15;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;1;1;0,6;1;0;1;0;0;4;Личные;1;ГАЗ 22171;Легковой;0;0;0;Республика Калмыкия;Прочие;0;1;0;2;0
5892/PVU/01014/17;ПВУ СП;1;20;0,086163257068502;Физическое Лицо;0;Физическое Лицо;0;0,8;1;1,6;1;0;1;0;0;10;Личные;6;LEXUS SC;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;1
4932/133/00373/17;Классика;10;4;0,10205424683361;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;0;1;0;0;5;Личные;3;LADA NIVA;Легковой;1;0;0;Республика Татарстан (Татарстан);Агенты и РБ;0;2;0;1;0
7692/PVU/00177/17;ПВУ СП;1;7;0,075069923423127;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,7;1;0;1;0;1;21;Личные;5;HONDA HR-V;Легковой;0;0;0;Хабаровский край;Фронт-офис;0;1;0;0;0
6807/PVU/00331/17;ПВУ СП;9;20;0,031877229256358;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2;1;0;1;0;0;5;Личные;6;MERCEDES-BENZ C 180;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
5644/133/00574/17;Классика;12;1;0,090017654928153;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,7;1;0;1;0;0;17;Личные;6;TOYOTA MARKII;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;2;1;0;1
6592/PVU/00678/17;ПВУ СП;6;4;0,25384171779665;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,6;1;0;1;0;1;5;Личные;5;VOLKSWAGEN GOLF;Легковой;0;0;0;Самарская область;Агенты и РБ;0;1;0;0;0
8192/PVU/00140/17;ПВУ СП;10;2;0,087718779812845;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;1;14;Личные;6;NISSAN TEANA;Легковой;1;0;0;Челябинская область;Агенты и РБ;0;1;0;0;0
8492/PVU/00528/17;ПВУ СП;1;4;0,11070359252458;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1;1;0;1;0;0;4;Личные;5;KIA RIO;Легковой;1;0;0;Республика Башкортостан;Агенты и РБ;0;1;0;0;0
8792/PVU/00115/17;ПВУ СП;0;1;0,26511113146632;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,9;1;0;1;0;0;11;Личные;5;TOYOTA CALDINA;Легковой;0;0;0;Красноярский край;Агенты и РБ;0;1;0;0;0
2141/PVU/00967/17;ПВУ СП;5;20;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,3;1;0;1;0;0;10;Личные;6;CHEVROLET CAPTIVA;Легковой;1;0;0;Волгоградская область;Прочие;0;1;0;2;1
6192/PVU/00543/17;ПВУ СП;1;3;0,065834096841187;Физическое Лицо;0;Физическое Лицо;0;0,5;1;2;1;0;1;0;0;2;Личные;3;LADA LARGUS;Легковой;0;0;0;Пермская область;Агенты и РБ;0;1;1;0;0
2141/PVU/01217/17;ПВУ СП;1;362;0,060531653217632;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,6;1;1;1;0;0;9;Личные;3;CHEVROLET LACETTI;Легковой;0;0;1;Удмуртская Республика;Прочие;0;1;0;0;0
9592/133/00484/17;Классика;25;359;0,03945641134544;Физическое Лицо;0;Физическое Лицо;0;1;1;0,6;1;0;1;0;1;11;Личные;3;ВАЗ 21099;Легковой;0;0;0;Республика Дагестан;Агенты и РБ;0;2;0;0;0
5892/PVU/01301/17;ПВУ СП;7;355;0,098830809412639;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,6;1;0;1;0;0;22;Личные;5;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
0890/PVU/01732/17;ПВУ СП;3;365;0,079869875190784;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;0;1;0;0;6;Личные;6;SUBARU FORESTER;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;1
W492/PVU/00053/17;ПВУ СП;8;328;0,038635941306408;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,3;1;0;1;0;0;10;Личные;5;FORD MONDEO;Легковой;0;0;1;Республика Адыгея;Фронт-офис;0;1;0;0;0
W792/PVU/00063/17;ПВУ СП;8;328;0,049989675165949;Физическое Лицо;0;Физическое Лицо;0;0,95;0,5;1,2;1;0;1;0;1;7;Личные;3;TOYOTA VITZ;Легковой;0;0;1;Республика Саха (Якутия);Фронт-офис;1;1;0;0;0
8791/133/00168/17;Классика;33;304;0,062660508206733;Юридическое Лицо;0;Юридическое Лицо;0;2,45;1;1,8;1;1;1;0;0;5;Личные;5;MITSUBISHI OUTLANDER;Легковой;0;0;0;Красноярский край;ДКК;2;2;0;0;0
5612/PVU/01006/17;ПВУ СП;11;328;0,065172250537647;Физическое Лицо;0;Физическое Лицо;0;0,75;1;1,7;1;0;1;0;0;14;Личные;4;TOYOTA COROLLA;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;0;0
3992/PVU/00111/17;ПВУ СП;2;329;0,065496156911953;Физическое Лицо;1;Физическое Лицо;1;1;1;1;1;1;1;0;0;12;Такси;3;TOYOTA PRIUS;Легковой такси;0;0;0;Приморский край;Фронт-офис;1;1;0;0;0
3692/133/01157/17;Классика;14;300;0,025859869200486;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;0;11;Личные;5;ГАЗ 2705;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
3692/PVU/00521/17;ПВУ СП;17;298;0,025859869200486;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;1;5;Личные;3;DAEWOO NEXIA;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;2;0
4501/133/00072/17;Классика;2;294;0,06760954870657;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,7;1;0;1;0;0;3;Личные;5;KIA SPORTAGE;Легковой;0;0;1;Московская область;Фронт-офис;0;1;0;0;0
W992/PVU/00095/17;ПВУ СП;5;291;0,034209976436046;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;0;5;Личные;3;LADA KALINA;Легковой;0;0;1;Карачаево-Черкесская Республика;Фронт-офис;0;1;0;0;0
R392/PVU/00160/17;ПВУ СП;2;280;0,09538824810089;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,7;1;0;1;0;0;16;Личные;3;HONDA CAPA;Легковой;0;0;1;Алтайский край;Фронт-офис;0;1;0;0;0
5612/PVU/01007/17;ПВУ СП;7;279;0,16804930299649;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1;1;1;0;0;18;Личные;5;TOYOTA CHASER;Легковой;0;0;0;Новосибирская область;Агенты и РБ;4;1;0;0;0
3692/133/01160/17;Классика;13;262;0,027671858596482;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1;1;0;1;0;0;14;Личные;3;ВАЗ 21053;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
7592/133/01605/17;Классика;11;259;0,066350165960856;Физическое Лицо;0;Физическое Лицо;0;0,8;1;1,3;1;0;1;0;0;0;Личные;3;CHEVROLET NIVA;Легковой;0;0;0;Тюменская область;Автодилеры;0;2;0;0;1
6692/133/00682/17;Классика;121;133;0,044729859074548;Физическое Лицо;0;Физическое Лицо;0;0,85;1;0,7;1;0;1;0;0;27;Личные;6;NISSAN CARAVAN;Легковой;0;0;1;Забайкальский край;Фронт-офис;1;1;0;0;0
W492/133/00072/17;Классика;5;242;0,038635941306408;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,3;1;0;1;0;0;11;Регулярные/по заказам пассажирские перевозки;7;ГАЗ 322132;Автобус такси;0;0;1;Республика Адыгея;Фронт-офис;1;1;0;0;0
6792/PVU/00382/17;ПВУ СП;24;221;0,067801248586287;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,6;1;0;1;0;0;3;Личные;5;KIA RIO;Легковой;1;0;0;Саратовская область;Автодилеры;0;1;0;0;1
0804/PVU/00470/17;ПВУ СП;8;238;0,066237108900489;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;1;1;0;0;3;Личные;6;BMW 750;Легковой;0;1;0;Москва;Агенты и РБ;0;1;0;0;0
S692/PVU/00145/17;ПВУ СП;4;222;0,055636410689498;Физическое Лицо;0;Физическое Лицо;0;1;1;0,8;1;1;1;0;0;6;Личные;3;CHEVROLET KLAN;Легковой;0;0;0;Тамбовская область;Фронт-офис;0;1;0;0;0
4392/133/01973/17;Классика;2;208;0,072320678732599;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;0;9;Личные;4;KIA SPECTRA;Легковой;0;0;0;Свердловская область;Фронт-офис;0;1;0;0;0
7912/133/00209/17;Классика;11;206;0,06760954870657;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,7;1;0;1;0;0;7;Личные;6;SKODA OCTAVIA;Легковой;1;1;0;Архангельская область;Фронт-офис;2;1;0;0;0
8791/133/00157/17;Классика;15;185;0,053054564272074;Физическое Лицо;0;Юридическое Лицо;0;0,85;1;1,8;1;1;1;0;0;22;Прочие;7;ISUZU ELF (категория C);Грузовой более 16;0;0;0;Красноярский край;Собственные продажи;0;1;0;0;0
5644/133/00706/17;Классика;12;176;0,15528935970558;Физическое Лицо;0;Физическое Лицо;0;0,95;0,5;1,7;1;0;1;0;1;6;Личные;2;DAEWOO MATIZ;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;2;0;0;0
0790/PVU/00793/17;ПВУ СП;12;176;0,044309471473483;Физическое Лицо;0;Физическое Лицо;0;1,4;1;0,9;1;0;1;0;1;13;Личные;6;MERCEDES-BENZ E 200;Легковой;0;0;0;Ярославская область;Агенты и РБ;0;1;0;0;0
0383/PVU/00619/17;ПВУ СП;9;181;0,062798069772965;Физическое Лицо;0;Физическое Лицо;0;0,7;1;1,7;1;0;1;0;1;5;Личные;5;FORD FOCUS;Легковой;0;0;0;Московская область;Агенты и РБ;0;1;0;0;0
